bf coarse policy vs bf10,bf coarse policy vs bf1,bf10 vs bf1,ms1 vd bf1,ms1 vs bf1
-0.062088727951049805,0.8083885908126831,0.9709421396255493,0.0,0.674014
-0.20438003540039062,0.8817987442016602,1.0378050804138184,0.0,0.6960343
-0.20621705055236816,1.0535707473754883,0.9792501926422119,0.0,0.87673795
-0.10384225845336914,0.8587387800216675,0.9756754636764526,0.0,0.8639389
-0.023632526397705078,0.8499051332473755,0.9633417129516602,0.0,0.74175906
-0.28464174270629883,0.7348175048828125,0.9505190849304199,0.0,0.5745324
-0.13364577293395996,0.8622511625289917,1.0918604135513306,0.0,0.75102377
-0.10349678993225098,0.8357477188110352,1.048887848854065,0.0,0.95003986
-0.17697381973266602,0.8063544034957886,0.8070138692855835,0.0,0.80425346
-0.0950467586517334,0.9547719955444336,1.015844464302063,0.0,0.83286893
-0.15819215774536133,0.6389673948287964,1.0417473316192627,0.0,0.78704023
-0.18405461311340332,0.5504283905029297,0.7990608215332031,0.0,0.79005504
-0.06818389892578125,1.0525976419448853,0.7507169246673584,0.0,0.6159302
-0.2029130458831787,0.8553231954574585,0.9986262321472168,0.0,0.74436295
-0.012996435165405273,0.6749361753463745,0.9794056415557861,0.0,0.6471399
-0.017212390899658203,0.6525136232376099,0.875580906867981,0.0,0.7334682
-0.1127934455871582,0.6550108194351196,1.1196411848068237,0.0,0.7825538
-0.18166828155517578,0.7561476230621338,0.9344030618667603,0.0,0.903093
-0.14201641082763672,0.7792420387268066,1.0029752254486084,0.0,0.61981714
-0.08840155601501465,0.8124550580978394,1.0663633346557617,0.0,0.8234451
-0.14877724647521973,0.8569746017456055,1.0864614248275757,0.0,0.6804153
-0.006693124771118164,0.8201045989990234,0.6559422016143799,0.0,0.92037165
-0.13537263870239258,0.9268015623092651,1.0771102905273438,0.0,0.76657116
-0.012847185134887695,0.9214314222335815,1.0101596117019653,0.0,0.8301301
-0.09479475021362305,0.41914260387420654,0.996452808380127,0.0,0.81459904
-0.07767653465270996,0.7334365844726562,0.995543360710144,0.0,0.75567234
-0.0635218620300293,0.8379087448120117,0.9108771085739136,0.0,0.8022547
-0.1773526668548584,0.7959204912185669,0.9661754369735718,0.0,0.9263468
-0.06803512573242188,0.8899978399276733,0.9663519859313965,0.0,0.5256095
-0.06669950485229492,0.6774462461471558,0.934372067451477,0.0,0.78436995
-0.16468429565429688,0.67476487159729,1.0827244520187378,0.0,0.5688696
-0.21342086791992188,0.7740715742111206,0.966909646987915,0.0,0.79498756
-0.19606566429138184,0.6099162101745605,0.9800801277160645,0.0,0.7354547
-0.15468597412109375,0.943407416343689,1.0665631294250488,0.0,0.88271904
-0.3002924919128418,0.7898708581924438,0.8255327939987183,0.0,0.80486023
-0.11145305633544922,0.916947603225708,0.8826279640197754,0.0,0.733551
-0.1618483066558838,0.584574818611145,1.032194972038269,0.0,0.49848318
0.02051568031311035,0.8986974954605103,1.0410324335098267,0.0,0.7886107
-0.008829832077026367,0.8290425539016724,0.9183764457702637,0.0,0.84812915
-0.1473982334136963,0.9701088666915894,0.9063552618026733,0.0,0.7270975
-0.08514857292175293,0.8807021379470825,0.9463475942611694,0.0,0.81412554
-0.02387237548828125,1.008882999420166,0.9104436635971069,0.0,0.69836664
-0.16602444648742676,0.9391752481460571,0.9518593549728394,0.0,0.7932166
-0.031504154205322266,0.7646300792694092,0.8279029130935669,0.0,0.8070235
-0.09280252456665039,0.8707355260848999,1.146759033203125,0.0,0.7549412
-0.002724885940551758,0.9962865114212036,0.7985917329788208,0.0,0.67147636
-0.10742902755737305,0.9112106561660767,0.9848668575286865,0.0,0.7336502
-0.006003856658935547,0.8852598667144775,0.9757922887802124,0.0,0.745613
